Scattering angle = 0
Wavelength	Ref Index (real)	Ref Index (imaginary)	Cext	Csca	Cabs
400.2083 	 1.46825551288219 	 1.95304671889357 	 9.91422336788478E-16 	 4.29595963915807E-17 	 9.48462740396897E-16
404.0917 	 1.46581266594282 	 1.95451240958457 	 9.79757720577843E-16 	 4.13798808074273E-17 	 9.38377839770416E-16
408.0127 	 1.46334612261014 	 1.95599231794207 	 9.68290294067192E-16 	 3.98595867687311E-17 	 9.28430707298461E-16
411.9718 	 1.46085563917123 	 1.95748659019208 	 9.57015589384091E-16 	 3.83964514390734E-17 	 9.18619137945018E-16
415.9694 	 1.45846863575712 	 1.95646854229704 	 9.46601227571827E-16 	 3.69397465761493E-17 	 9.09661480995677E-16
420.0057 	 1.45612494774781 	 1.95412485428772 	 9.3672838161072E-16 	 3.55151913312361E-17 	 9.01213190279484E-16
424.0812 	 1.45375850397391 	 1.95175841051383 	 9.2704809699874E-16 	 3.41464429989594E-17 	 8.9290165399978E-16
428.1962 	 1.45136911408302 	 1.94936902062294 	 9.17555943320303E-16 	 3.28312888041577E-17 	 8.84724654516145E-16
432.3512 	 1.44381934910967 	 1.94499790995325 	 9.12199209064546E-16 	 3.16552306843885E-17 	 8.80543978380158E-16
436.5464 	 1.42939126197855 	 1.93799000368091 	 9.12303527665163E-16 	 3.0639172094546E-17 	 8.81664355570617E-16
440.7824 	 1.41482316797792 	 1.93091409428312 	 9.12722776462362E-16 	 2.9664668068713E-17 	 8.83058108393649E-16
445.0595 	 1.40011373468515 	 1.9237695345852 	 9.13461623106195E-16 	 2.87301772743569E-17 	 8.84731445831838E-16
449.3781 	 1.38526152718358 	 1.91655562762979 	 9.14525688796059E-16 	 2.78342340738786E-17 	 8.86691454722181E-16
453.7386 	 1.37036930846038 	 1.90505725258747 	 9.17198158041744E-16 	 2.69154952875951E-17 	 8.90282662754149E-16
458.1414 	 1.3553893667947 	 1.89114730493287 	 9.20943186595232E-16 	 2.60021981332536E-17 	 8.94940988461979E-16
462.5869 	 1.34026412170255 	 1.87710243265029 	 9.25087824411934E-16 	 2.51256978258586E-17 	 8.99962126586076E-16
